strain	virus	date	region	country_exposure	date_submitted	lineage
hCoV-19/USA/NY-NYCPHL-001007/2020_EPI_ISL_633028_2020-10-05	ncov	2020-10-05	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001008/2020_EPI_ISL_633029_2020-10-06	ncov	2020-10-06	North America	?	2030-03-22	B.1.1.231
hCoV-19/USA/NY-NYCPHL-001709/2020_EPI_ISL_823847_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001708/2020_EPI_ISL_823848_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001707/2020_EPI_ISL_823849_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001706/2020_EPI_ISL_823850_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001705/2020_EPI_ISL_823851_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.177
hCoV-19/USA/NY-NYCPHL-001704/2020_EPI_ISL_823852_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001702/2020_EPI_ISL_823853_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.1.291
hCoV-19/USA/NY-NYCPHL-001700/2020_EPI_ISL_823854_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001699/2020_EPI_ISL_823855_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001698/2020_EPI_ISL_823856_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001697/2020_EPI_ISL_823857_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001696/2020_EPI_ISL_823858_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001695/2020_EPI_ISL_823859_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.1.220
hCoV-19/USA/NY-NYCPHL-001694/2020_EPI_ISL_823860_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001693/2020_EPI_ISL_823861_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001692/2020_EPI_ISL_823862_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.280
hCoV-19/USA/NY-NYCPHL-001691/2020_EPI_ISL_823863_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001690/2020_EPI_ISL_823864_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001689/2020_EPI_ISL_823865_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001688/2020_EPI_ISL_823866_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.361
hCoV-19/USA/NY-NYCPHL-001687/2020_EPI_ISL_823867_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001685/2020_EPI_ISL_823868_2020-12-09	ncov	2020-12-09	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001684/2020_EPI_ISL_823869_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001683/2020_EPI_ISL_823870_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001682/2020_EPI_ISL_823871_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.280
hCoV-19/USA/NY-NYCPHL-001681/2020_EPI_ISL_823872_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.1.231
hCoV-19/USA/NY-NYCPHL-001680/2020_EPI_ISL_823873_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-001679/2020_EPI_ISL_823874_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-001678/2020_EPI_ISL_823875_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.166
hCoV-19/USA/NY-NYCPHL-001677/2020_EPI_ISL_823876_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001675/2020_EPI_ISL_823877_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001672/2020_EPI_ISL_823878_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001671/2020_EPI_ISL_823879_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.433
hCoV-19/USA/NY-NYCPHL-001670/2020_EPI_ISL_823880_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001669/2020_EPI_ISL_823881_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001668/2020_EPI_ISL_823882_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.429
hCoV-19/USA/NY-NYCPHL-001667/2020_EPI_ISL_823883_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001666/2020_EPI_ISL_823884_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001664/2020_EPI_ISL_823885_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001663/2020_EPI_ISL_823886_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-001662/2020_EPI_ISL_823887_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001661/2020_EPI_ISL_823888_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001660/2020_EPI_ISL_823889_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.1.29
hCoV-19/USA/NY-NYCPHL-001659/2020_EPI_ISL_823890_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.1.29
hCoV-19/USA/NY-NYCPHL-001658/2020_EPI_ISL_823891_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001657/2020_EPI_ISL_823892_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001656/2020_EPI_ISL_823893_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001654/2020_EPI_ISL_823894_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001653/2020_EPI_ISL_823895_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001651/2020_EPI_ISL_823896_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.429
hCoV-19/USA/NY-NYCPHL-001650/2020_EPI_ISL_823897_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.429
hCoV-19/USA/NY-NYCPHL-001648/2020_EPI_ISL_823898_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001647/2020_EPI_ISL_823899_2020-12-08	ncov	2020-12-08	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002255/2021_EPI_ISL_857090_2021-01-05	ncov	2021-01-05	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002292/2021_EPI_ISL_857092_2021-01-06	ncov	2021-01-06	North America	?	2030-03-22	B.1.1.10
hCoV-19/USA/NY-NYCPHL-002130/2021_EPI_ISL_857200_2021-01-04	ncov	2021-01-04	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-002137/2021_EPI_ISL_857201_2021-01-04	ncov	2021-01-04	North America	?	2030-03-22	B.1.177
hCoV-19/USA/NY-NYCPHL-002040/2020_EPI_ISL_857202_2020-12-30	ncov	2020-12-30	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002126/2021_EPI_ISL_857203_2021-01-04	ncov	2021-01-04	North America	?	2030-03-22	B.1.361
hCoV-19/USA/NY-NYCPHL-002114/2020_EPI_ISL_857204_2020-12-31	ncov	2020-12-31	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-001991/2020_EPI_ISL_857205_2020-12-29	ncov	2020-12-29	North America	?	2030-03-22	B.1.349
hCoV-19/USA/NY-NYCPHL-002124/2021_EPI_ISL_857206_2021-01-04	ncov	2021-01-04	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002127/2021_EPI_ISL_857207_2021-01-04	ncov	2021-01-04	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002128/2021_EPI_ISL_857208_2021-01-04	ncov	2021-01-04	North America	?	2030-03-22	B.1.1.222
hCoV-19/USA/NY-NYCPHL-002129/2021_EPI_ISL_857209_2021-01-04	ncov	2021-01-04	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-002439/2021_EPI_ISL_883368_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-002441/2021_EPI_ISL_883369_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002444/2021_EPI_ISL_883370_2021-01-13	ncov	2021-01-13	North America	?	2030-03-22	B.1.362
hCoV-19/USA/NY-NYCPHL-002445/2021_EPI_ISL_883371_2021-01-13	ncov	2021-01-13	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002446/2021_EPI_ISL_883372_2021-01-13	ncov	2021-01-13	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002454/2021_EPI_ISL_883373_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002455/2021_EPI_ISL_883374_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-002457/2021_EPI_ISL_883375_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1.429
hCoV-19/USA/NY-NYCPHL-002462/2021_EPI_ISL_883376_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002463/2021_EPI_ISL_883377_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1.232
hCoV-19/USA/NY-NYCPHL-002464/2021_EPI_ISL_883378_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002465/2021_EPI_ISL_883379_2021-01-13	ncov	2021-01-13	North America	?	2030-03-22	B.1.427
hCoV-19/USA/NY-NYCPHL-002467/2021_EPI_ISL_883380_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-002470/2021_EPI_ISL_883381_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1.1.64
hCoV-19/USA/NY-NYCPHL-002475/2021_EPI_ISL_883382_2021-01-14	ncov	2021-01-14	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002476/2021_EPI_ISL_883383_2021-01-17	ncov	2021-01-17	North America	?	2030-03-22	B.1.362
hCoV-19/USA/NY-NYCPHL-002477/2021_EPI_ISL_883384_2021-01-17	ncov	2021-01-17	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002478/2021_EPI_ISL_883385_2021-01-17	ncov	2021-01-17	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002480/2021_EPI_ISL_883386_2021-01-17	ncov	2021-01-17	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002481/2021_EPI_ISL_883387_2021-01-17	ncov	2021-01-17	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002482/2021_EPI_ISL_883388_2021-01-17	ncov	2021-01-17	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002485/2021_EPI_ISL_883389_2021-01-15	ncov	2021-01-15	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-002488/2021_EPI_ISL_883390_2021-01-12	ncov	2021-01-12	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002492/2021_EPI_ISL_883393_2021-01-13	ncov	2021-01-13	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002495/2021_EPI_ISL_883394_2021-01-12	ncov	2021-01-12	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002497/2021_EPI_ISL_883395_2021-01-13	ncov	2021-01-13	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002498/2021_EPI_ISL_883396_2021-01-13	ncov	2021-01-13	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002500/2021_EPI_ISL_883397_2021-01-13	ncov	2021-01-13	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-002501/2021_EPI_ISL_883398_2021-01-13	ncov	2021-01-13	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-002502/2021_EPI_ISL_883399_2021-01-13	ncov	2021-01-13	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002947/2021_EPI_ISL_966379_2021-01-26	ncov	2021-01-26	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-002961/2021_EPI_ISL_966381_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002906/2021_EPI_ISL_966382_2021-01-29	ncov	2021-01-29	North America	?	2030-03-22	B.1.233
hCoV-19/USA/NY-NYCPHL-002931/2021_EPI_ISL_966383_2021-01-26	ncov	2021-01-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002889/2021_EPI_ISL_966384_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.233
hCoV-19/USA/NY-NYCPHL-002940/2021_EPI_ISL_966385_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-002910/2021_EPI_ISL_966386_2021-01-29	ncov	2021-01-29	North America	?	2030-03-22	B.1.1.1
hCoV-19/USA/NY-NYCPHL-002887/2021_EPI_ISL_966387_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-002907/2021_EPI_ISL_966388_2021-01-29	ncov	2021-01-29	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002857/2021_EPI_ISL_966389_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002936/2021_EPI_ISL_966390_2021-01-25	ncov	2021-01-25	North America	?	2030-03-22	B.1.1.216
hCoV-19/USA/NY-NYCPHL-002980/2021_EPI_ISL_966391_2021-01-30	ncov	2021-01-30	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002824/2021_EPI_ISL_966392_2021-01-26	ncov	2021-01-26	North America	?	2030-03-22	B.1.1.222
hCoV-19/USA/NY-NYCPHL-002949/2021_EPI_ISL_966393_2021-01-26	ncov	2021-01-26	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-002871/2021_EPI_ISL_966394_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002908/2021_EPI_ISL_966395_2021-01-29	ncov	2021-01-29	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002927/2021_EPI_ISL_966396_2021-01-26	ncov	2021-01-26	North America	?	2030-03-22	C.16
hCoV-19/USA/NY-NYCPHL-002970/2021_EPI_ISL_966397_2021-01-29	ncov	2021-01-29	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-002864/2021_EPI_ISL_966398_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-002873/2021_EPI_ISL_966399_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003355/2021_EPI_ISL_1064814_2021-02-12	ncov	2021-02-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003356/2021_EPI_ISL_1064815_2021-02-12	ncov	2021-02-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003372/2021_EPI_ISL_1064816_2021-02-12	ncov	2021-02-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003375/2021_EPI_ISL_1064817_2021-02-13	ncov	2021-02-13	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003376/2021_EPI_ISL_1064818_2021-02-14	ncov	2021-02-14	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003234/2021_EPI_ISL_1064819_2021-02-10	ncov	2021-02-10	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-003005/2021_EPI_ISL_1064820_2021-02-03	ncov	2021-02-03	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003044/2021_EPI_ISL_1064821_2021-02-05	ncov	2021-02-05	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003152/2021_EPI_ISL_1064822_2021-02-09	ncov	2021-02-09	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003157/2021_EPI_ISL_1064823_2021-02-09	ncov	2021-02-09	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003163/2021_EPI_ISL_1064824_2021-02-09	ncov	2021-02-09	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003266/2021_EPI_ISL_1064825_2021-02-11	ncov	2021-02-11	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003305/2021_EPI_ISL_1064826_2021-02-12	ncov	2021-02-12	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003348/2021_EPI_ISL_1064827_2021-02-12	ncov	2021-02-12	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003349/2021_EPI_ISL_1064828_2021-02-13	ncov	2021-02-13	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003367/2021_EPI_ISL_1064829_2021-02-12	ncov	2021-02-12	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003016/2021_EPI_ISL_1064830_2021-02-04	ncov	2021-02-04	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003068/2021_EPI_ISL_1064831_2021-02-05	ncov	2021-02-05	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003076/2021_EPI_ISL_1064832_2021-01-30	ncov	2021-01-30	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003090/2021_EPI_ISL_1064833_2021-02-02	ncov	2021-02-02	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003110/2021_EPI_ISL_1064834_2021-02-08	ncov	2021-02-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003118/2021_EPI_ISL_1064835_2021-02-08	ncov	2021-02-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003237/2021_EPI_ISL_1064847_2021-02-10	ncov	2021-02-10	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003241/2021_EPI_ISL_1064848_2021-02-10	ncov	2021-02-10	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003257/2021_EPI_ISL_1064849_2021-02-11	ncov	2021-02-11	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003290/2021_EPI_ISL_1064856_2021-02-09	ncov	2021-02-09	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003298/2021_EPI_ISL_1064857_2021-02-12	ncov	2021-02-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004046/2021_EPI_ISL_1447130_2021-03-23	ncov	2021-03-23	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-004014/2021_EPI_ISL_1447131_2021-03-22	ncov	2021-03-22	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-004015/2021_EPI_ISL_1447132_2021-03-22	ncov	2021-03-22	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003989/2021_EPI_ISL_1447133_2021-03-19	ncov	2021-03-19	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003998/2021_EPI_ISL_1447134_2021-03-19	ncov	2021-03-19	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003963/2021_EPI_ISL_1447135_2021-03-18	ncov	2021-03-18	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003964/2021_EPI_ISL_1447136_2021-03-18	ncov	2021-03-18	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003965/2021_EPI_ISL_1447137_2021-03-18	ncov	2021-03-18	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-004049/2021_EPI_ISL_1447138_2021-03-18	ncov	2021-03-18	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003940/2021_EPI_ISL_1447139_2021-03-17	ncov	2021-03-17	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003942/2021_EPI_ISL_1447140_2021-03-17	ncov	2021-03-17	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003943/2021_EPI_ISL_1447141_2021-03-17	ncov	2021-03-17	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003806/2021_EPI_ISL_1447142_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003863/2021_EPI_ISL_1447143_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.1.318
hCoV-19/USA/NY-NYCPHL-003986/2021_EPI_ISL_1447144_2021-03-19	ncov	2021-03-19	North America	?	2030-03-22	P.1
hCoV-19/USA/NY-NYCPHL-003969/2021_EPI_ISL_1447145_2021-03-18	ncov	2021-03-18	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003937/2021_EPI_ISL_1447146_2021-03-17	ncov	2021-03-17	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004035/2021_EPI_ISL_1447147_2021-03-23	ncov	2021-03-23	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004041/2021_EPI_ISL_1447148_2021-03-23	ncov	2021-03-23	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004016/2021_EPI_ISL_1447149_2021-03-22	ncov	2021-03-22	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003973/2021_EPI_ISL_1447150_2021-03-19	ncov	2021-03-19	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003978/2021_EPI_ISL_1447151_2021-03-19	ncov	2021-03-19	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003979/2021_EPI_ISL_1447152_2021-03-19	ncov	2021-03-19	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003932/2021_EPI_ISL_1447153_2021-03-17	ncov	2021-03-17	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003955/2021_EPI_ISL_1447154_2021-03-17	ncov	2021-03-17	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003881/2021_EPI_ISL_1447155_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003988/2021_EPI_ISL_1447156_2021-03-19	ncov	2021-03-19	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003956/2021_EPI_ISL_1447157_2021-03-18	ncov	2021-03-18	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-004027/2021_EPI_ISL_1447158_2021-03-23	ncov	2021-03-23	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003985/2021_EPI_ISL_1447159_2021-03-19	ncov	2021-03-19	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003941/2021_EPI_ISL_1447160_2021-03-17	ncov	2021-03-17	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003949/2021_EPI_ISL_1447161_2021-03-17	ncov	2021-03-17	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003952/2021_EPI_ISL_1447162_2021-03-17	ncov	2021-03-17	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-004031/2021_EPI_ISL_1447163_2021-03-23	ncov	2021-03-23	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004033/2021_EPI_ISL_1447164_2021-03-23	ncov	2021-03-23	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004034/2021_EPI_ISL_1447165_2021-03-23	ncov	2021-03-23	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004040/2021_EPI_ISL_1447166_2021-03-23	ncov	2021-03-23	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004043/2021_EPI_ISL_1447167_2021-03-23	ncov	2021-03-23	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004044/2021_EPI_ISL_1447168_2021-03-23	ncov	2021-03-23	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004011/2021_EPI_ISL_1447169_2021-03-22	ncov	2021-03-22	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004019/2021_EPI_ISL_1447170_2021-03-22	ncov	2021-03-22	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004020/2021_EPI_ISL_1447171_2021-03-22	ncov	2021-03-22	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004022/2021_EPI_ISL_1447172_2021-03-22	ncov	2021-03-22	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004024/2021_EPI_ISL_1447173_2021-03-22	ncov	2021-03-22	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-004047/2021_EPI_ISL_1447174_2021-03-20	ncov	2021-03-20	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003975/2021_EPI_ISL_1447175_2021-03-19	ncov	2021-03-19	North America	?	2030-03-22	B.1.526
